package_app	file	line_count	reviewer	status	evidence_file	reviewed_ranges	finding_count
apps/primary-advantage	apps/primary-advantage/app/[locale]/[...not-found]/layout.tsx	35	measure-jr-green/primary-advantage-005	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-005.md	1-35	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/[...not-found]/page.tsx	50	measure-jr-green/primary-advantage-005	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-005.md	1-50	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/admin/article-creation/page.tsx	16	measure-jr-green/primary-advantage-006	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-006.md	1-16	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/admin/dashboard/page.tsx	75	measure-jr-green/primary-advantage-006	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-006.md	1-75	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/admin/dashboard/students/page.tsx	552	measure-jr-green/primary-advantage-006	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-006.md	1-552	6
apps/primary-advantage	apps/primary-advantage/app/[locale]/admin/dashboard/teachers/page.tsx	17	measure-jr-green/primary-advantage-006	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-006.md	1-17	3
apps/primary-advantage	apps/primary-advantage/app/[locale]/admin/import-data/page.tsx	654	measure-jr-green/primary-advantage-007	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-007.md	1-654	5
apps/primary-advantage	apps/primary-advantage/app/[locale]/admin/layout.tsx	16	measure-jr-green/primary-advantage-007	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-007.md	1-16	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/admin/page.tsx	224	measure-jr-green/primary-advantage-007	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-007.md	1-224	3
apps/primary-advantage	apps/primary-advantage/app/[locale]/admin/students/add/page.tsx	180	measure-jr-green/primary-advantage-007	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-007.md	1-180	3
apps/primary-advantage	apps/primary-advantage/app/[locale]/admin/students/classrooms/page.tsx	16	measure-jr-green/primary-advantage-007	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-007.md	1-16	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/admin/students/page.tsx	934	measure-jr-green/primary-advantage-008	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-008.md	1-934	18
apps/primary-advantage	apps/primary-advantage/app/[locale]/admin/teachers/add/page.tsx	324	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-324	4
apps/primary-advantage	apps/primary-advantage/app/[locale]/admin/teachers/page.tsx	16	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-16	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/auth/error/page.tsx	9	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-9	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/auth/forgot-password/page.tsx	5	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-5	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/auth/layout.tsx	45	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-45	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/auth/signin/page.tsx	30	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-30	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/auth/signup/page.tsx	5	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-5	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/layout.tsx	86	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-86	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/dashboard/page.tsx	10	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-10	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/layout.tsx	16	measure-jr-green/primary-advantage-009	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-009.md	1-16	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/licenses/create-licenses/create-license-form.tsx	415	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-415	7
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/licenses/create-licenses/page.tsx	32	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-32	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/licenses/page.tsx	14	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-14	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/schools/page.tsx	15	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-15	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/test/article-test-genarate.tsx	54	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-54	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/test/audio-test-word.tsx	45	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-45	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/test/audio-test.tsx	47	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-47	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/test/generate-images.tsx	38	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-38	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/test/page.tsx	41	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-41	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/test/roles-management.tsx	12	measure-jr-green/primary-advantage-010	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-010.md	1-12	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/system/test/upload-test.tsx	51	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-51	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/assignments/[id]/page.tsx	5	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-5	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/assignments/page.tsx	14	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-14	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/class-roster/[classroomId]/enrollment/page.tsx	157	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-157	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/class-roster/[classroomId]/page.tsx	13	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-13	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/class-roster/page.tsx	12	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-12	0
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/dashboard/page.tsx	6	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-6	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/layout.tsx	16	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-16	1
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/my-classes/page.tsx	13	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-13	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/my-students/page.tsx	13	measure-jr-green/primary-advantage-011	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-011.md	1-13	2
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/reports/page.tsx	46	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-46	4
apps/primary-advantage	apps/primary-advantage/app/[locale]/teacher/student-progress/[id]/page.tsx	53	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-53	3
apps/primary-advantage	apps/primary-advantage/app/api/articles/[articleId]/route.ts	12	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-12	1
apps/primary-advantage	apps/primary-advantage/app/api/articles/generate/custom-generate/approve/route.ts	6	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-6	1
apps/primary-advantage	apps/primary-advantage/app/api/articles/generate/custom-generate/route.ts	13	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-13	1
apps/primary-advantage	apps/primary-advantage/app/api/articles/generate/custom-generate/save/route.ts	6	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-6	1
apps/primary-advantage	apps/primary-advantage/app/api/articles/generate/route.ts	15	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-15	2
apps/primary-advantage	apps/primary-advantage/app/api/articles/questions/[articleId]/route.ts	45	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-45	3
apps/primary-advantage	apps/primary-advantage/app/api/articles/questions/feedback/route.ts	13	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-13	1
apps/primary-advantage	apps/primary-advantage/app/api/articles/route.ts	14	measure-jr-green/primary-advantage-012	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-012.md	1-14	1
apps/primary-advantage	apps/primary-advantage/app/api/assignments/[id]/progress/route.ts	9	measure-jr-green/primary-advantage-013	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-013.md	1-9	1
apps/primary-advantage	apps/primary-advantage/app/api/assignments/[id]/route.ts	19	measure-jr-green/primary-advantage-013	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-013.md	1-19	2
apps/primary-advantage	apps/primary-advantage/app/api/assignments/activity/[id]/route.ts	9	measure-jr-green/primary-advantage-013	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-013.md	1-9	1
apps/primary-advantage	apps/primary-advantage/app/api/assignments/route.ts	13	measure-jr-green/primary-advantage-013	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-013.md	1-13	2
apps/primary-advantage	apps/primary-advantage/app/api/assistant/lesson-chatbot/route.ts	150	measure-jr-green/primary-advantage-013	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-013.md	1-150	5
apps/primary-advantage	apps/primary-advantage/app/api/auth/impersonate/route.ts	2	measure-jr-green/primary-advantage-013	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-013.md	1-2	0
apps/primary-advantage	apps/primary-advantage/app/api/auth/login/route.ts	2	measure-jr-green/primary-advantage-013	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-013.md	1-2	0
apps/primary-advantage	apps/primary-advantage/app/api/auth/logout/route.ts	2	measure-jr-green/primary-advantage-013	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-013.md	1-2	0
apps/primary-advantage	apps/primary-advantage/app/api/auth/register/route.ts	2	measure-jr-green/primary-advantage-013	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-013.md	1-2	0
apps/primary-advantage	apps/primary-advantage/app/api/auth/reset-password/route.ts	2	measure-jr-green/primary-advantage-013	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-013.md	1-2	0
apps/primary-advantage	apps/primary-advantage/app/api/auth/session/route.ts	2	measure-jr-green/primary-advantage-014	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-014.md	1-2	0
apps/primary-advantage	apps/primary-advantage/app/api/classroom/[id]/available-students/route.ts	10	measure-jr-green/primary-advantage-014	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-014.md	1-10	0
apps/primary-advantage	apps/primary-advantage/app/api/classroom/[id]/enroll/route.ts	10	measure-jr-green/primary-advantage-014	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-014.md	1-10	0
apps/primary-advantage	apps/primary-advantage/app/api/classroom/[id]/generate-code/route.ts	11	measure-jr-green/primary-advantage-014	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-014.md	1-11	0
apps/primary-advantage	apps/primary-advantage/app/api/classroom/[id]/route.ts	66	measure-jr-green/primary-advantage-014	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-014.md	1-66	2
apps/primary-advantage	apps/primary-advantage/app/api/classroom/[id]/unenroll/route.ts	10	measure-jr-green/primary-advantage-014	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-014.md	1-10	0
apps/primary-advantage	apps/primary-advantage/app/api/classroom/route.ts	54	measure-jr-green/primary-advantage-014	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-014.md	1-54	1
apps/primary-advantage	apps/primary-advantage/app/api/classroom/students/route.ts	6	measure-jr-green/primary-advantage-014	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-014.md	1-6	0
apps/primary-advantage	apps/primary-advantage/app/api/classrooms/route.ts	120	measure-jr-green/primary-advantage-014	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-014.md	1-120	4
apps/primary-advantage	apps/primary-advantage/app/api/debug/auth/route.ts	79	measure-jr-green/primary-advantage-014	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-014.md	1-79	2
apps/primary-advantage	apps/primary-advantage/app/api/debug/init-roles/route.ts	89	measure-jr-green/primary-advantage-015	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-015.md	1-89	3
apps/primary-advantage	apps/primary-advantage/app/api/debug/school/route.ts	74	measure-jr-green/primary-advantage-015	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-015.md	1-74	4
apps/primary-advantage	apps/primary-advantage/app/api/flashcard/cards/[cardId]/review/route.ts	133	measure-jr-green/primary-advantage-015	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-015.md	1-133	5
apps/primary-advantage	apps/primary-advantage/app/api/flashcard/deck-id/route.ts	74	measure-jr-green/primary-advantage-015	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-015.md	1-74	3
apps/primary-advantage	apps/primary-advantage/app/api/flashcard/decks/[deckId]/due/route.ts	81	measure-jr-green/primary-advantage-015	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-015.md	1-81	4
apps/primary-advantage	apps/primary-advantage/app/api/flashcard/decks/[deckId]/sentences-for-cloze/route.ts	408	measure-jr-green/primary-advantage-015	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-015.md	1-408	7
apps/primary-advantage	apps/primary-advantage/app/api/flashcard/decks/[deckId]/sentences-for-matching/route.ts	324	measure-jr-green/primary-advantage-015	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-015.md	1-324	8
apps/primary-advantage	apps/primary-advantage/app/api/flashcard/decks/[deckId]/sentences-for-ordering/route.ts	229	measure-jr-green/primary-advantage-016	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-016.md	1-229	6
apps/primary-advantage	apps/primary-advantage/app/api/flashcard/decks/[deckId]/words-for-ordering/route.ts	355	measure-jr-green/primary-advantage-016	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-016.md	1-355	6
apps/primary-advantage	apps/primary-advantage/app/api/flashcard/save/[id]/route.ts	28	measure-jr-green/primary-advantage-016	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-016.md	1-28	1
apps/primary-advantage	apps/primary-advantage/app/api/lessons/[articleId]/activity/route.ts	38	measure-jr-green/primary-advantage-016	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-016.md	1-38	0
apps/primary-advantage	apps/primary-advantage/app/api/lessons/[articleId]/progress/route.ts	40	measure-jr-green/primary-advantage-016	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-016.md	1-40	0
apps/primary-advantage	apps/primary-advantage/app/api/lessons/[articleId]/route.ts	89	measure-jr-green/primary-advantage-016	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-016.md	1-89	1
apps/primary-advantage	apps/primary-advantage/app/api/licenses/[id]/route.ts	212	measure-jr-green/primary-advantage-016	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-016.md	1-212	4
apps/primary-advantage	apps/primary-advantage/app/api/licenses/route.ts	220	measure-jr-green/primary-advantage-017	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-017.md	1-220	5
apps/primary-advantage	apps/primary-advantage/app/api/schools/ranking/route.ts	80	measure-jr-green/primary-advantage-017	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-017.md	1-80	2
apps/primary-advantage	apps/primary-advantage/app/api/schools/route.ts	131	measure-jr-green/primary-advantage-017	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-017.md	1-131	3
apps/primary-advantage	apps/primary-advantage/app/api/send/route.ts	21	measure-jr-green/primary-advantage-017	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-017.md	1-21	2
apps/primary-advantage	apps/primary-advantage/app/api/students/[id]/assignments/route.ts	9	measure-jr-green/primary-advantage-017	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-017.md	1-9	1
